,price,number_of_bedrooms,numberofbathrooms_per_house,total_living_area_sqft,lot_area_sqft,floors,house_condition,housing_grade,basement_area_sqft,yr_built,latitude,longitude,sqft_living15
7977,141800.0,2,1.0,930,4743,1,4,5,0,1942,47.4966,-122.18700000000001,930
7978,980000.0,4,2.0,2190,4560,2,5,8,0,1910,47.662,-122.329,2190
7979,1290000.0,4,2.5,3430,7200,2,3,9,0,2014,47.6842,-122.196,1530
7980,740000.0,4,2.75,2560,6900,1,3,8,1080,1959,47.68600000000001,-122.29700000000001,2600
7981,230000.0,2,1.0,770,6450,1,4,6,0,1948,47.53100000000001,-122.35799999999999,780
7983,954500.0,3,2.25,2440,9689,1,4,8,610,1974,47.6141,-122.111,2730
7984,622000.0,3,1.5,1650,3150,1,4,8,0,1929,47.6156,-122.29700000000001,1650
7985,90000.0,1,1.0,780,4000,1,3,5,0,1905,47.5424,-122.321,1150
7986,342000.0,3,3.0,1260,1634,3,3,8,0,1998,47.696999999999996,-122.34899999999999,1260
7987,305000.0,4,2.5,2320,4683,2,3,7,0,2007,47.3349,-122.059,2230
7988,259900.0,4,2.75,1560,8820,1,3,7,500,1979,47.3382,-122.257,2140
7989,420000.0,3,2.0,2330,6346,1,3,6,730,1934,47.5135,-122.38,1380
7990,250000.0,2,1.0,1400,19570,1,3,6,300,1929,47.4724,-122.271,2250
7991,249950.0,3,1.5,1450,6875,1,4,7,0,1961,47.4205,-122.316,1270
7992,199000.0,2,1.0,1140,15120,1,4,6,150,1932,47.4521,-122.196,2320
7993,355200.0,3,1.0,1120,7320,1,4,7,0,1954,47.5103,-122.382,1410
7994,425000.0,3,1.5,1970,13709,1,4,7,290,1955,47.7562,-122.277,2200
7995,379500.0,3,1.0,1110,7128,1,3,7,0,1980,47.6968,-122.124,1510
7996,860000.0,4,2.5,3070,6923,2,3,9,0,2009,47.669,-122.17200000000001,2190
7997,335000.0,3,2.5,1940,4927,2,3,8,0,2004,47.4479,-122.12,2070
7998,865000.0,3,2.5,3050,12558,2,3,10,0,1997,47.6549,-122.089,3543
7999,390000.0,3,1.0,1240,3600,1,3,7,0,1902,47.5986,-122.29799999999999,1680
8000,569950.0,5,4.25,3380,7805,2,3,8,0,2014,47.4349,-122.32799999999999,2790
8001,495500.0,3,2.5,3190,7828,2,3,9,0,2006,47.5047,-122.14399999999999,2970
8002,476500.0,4,1.75,1670,10200,1,3,7,280,1953,47.5524,-122.26700000000001,1720
8003,261000.0,3,1.0,1660,11200,1,3,7,0,1957,47.5121,-122.16799999999999,1380
8004,375000.0,4,2.0,2070,9822,1,5,7,0,1955,47.566,-122.14,1300
8005,550000.0,4,2.0,2070,9822,1,5,7,0,1955,47.566,-122.14,1300
8006,230000.0,2,1.0,1430,4000,1,3,7,500,1949,47.5233,-122.28399999999999,1110
8007,526750.0,5,2.5,2270,10700,1,4,8,0,1963,47.74100000000001,-122.256,2020
8008,606000.0,3,2.0,1980,7680,1,4,6,910,1911,47.6839,-122.195,1330
8009,368500.0,4,2.75,2500,26400,1,3,8,720,1977,47.3444,-122.084,2180
8010,275000.0,3,1.0,1230,171190,1,3,7,0,1973,47.4397,-122.46,1550
8011,342000.0,4,1.0,1390,9023,1,3,7,0,1955,47.7754,-122.296,1760
8012,278100.0,4,1.75,2120,8520,1,3,7,520,1978,47.302,-122.37299999999999,2160
8013,450000.0,4,2.75,1540,4840,1,4,7,690,1929,47.5491,-122.375,1180
8014,349950.0,4,2.5,2000,5006,2,3,7,0,2005,47.466,-122.147,2410
8015,425000.0,4,2.5,2400,6053,2,3,8,0,2001,47.3869,-122.03299999999999,2460
8016,435000.0,4,2.75,2110,8751,1,3,7,600,1962,47.7617,-122.215,1660
8017,460000.0,4,2.5,2550,19017,1,4,7,1250,1961,47.7682,-122.28399999999999,2080
8018,323000.0,4,1.75,1440,8114,1,4,7,0,1963,47.7639,-122.33200000000001,1940
8019,325000.0,2,1.0,810,6827,1,3,6,0,1944,47.5495,-122.35700000000001,990
8020,480000.0,2,1.75,1170,4635,1,4,6,480,1924,47.6842,-122.359,1240
8021,1330000.0,3,2.5,3590,8400,1,3,9,640,1958,47.595,-122.17299999999999,1620
8022,210000.0,4,1.75,2090,6485,1,3,7,810,1956,47.4958,-122.265,2190
8023,920000.0,5,4.5,3820,5750,2,3,9,990,2000,47.5581,-122.385,1750
8024,399000.0,3,1.0,1460,8290,1,3,8,0,1959,47.7246,-122.3,1470
8025,631750.0,3,1.75,2360,4063,1,5,7,1180,1940,47.6902,-122.382,1660
8026,184000.0,3,1.0,1100,8680,1,3,6,0,1962,47.3072,-122.363,1100
8027,333000.0,4,2.5,2100,7208,2,3,8,0,1974,47.4478,-122.12799999999999,2060
8028,218000.0,2,2.0,1310,2841,2,3,6,0,2004,47.3502,-122.022,1360
8029,258305.0,2,1.5,750,2964,1,5,5,0,1919,47.5518,-122.277,1350
8030,775000.0,5,1.5,1720,5000,1,3,8,0,1915,47.6627,-122.355,1720
8031,515000.0,3,2.5,3370,19585,2,3,7,170,1951,47.7388,-122.339,1730
8032,455000.0,2,1.5,1200,1259,2,3,8,200,2015,47.6001,-122.29799999999999,1320
8033,440000.0,3,2.5,1830,6807,2,5,7,0,1954,47.7613,-122.322,1340
8034,1440000.0,3,3.5,3870,3819,2,3,11,1110,2002,47.6452,-122.31700000000001,2530
8035,850000.0,3,2.25,2220,3707,2,4,8,600,1919,47.617,-122.286,2030
8036,480000.0,3,1.75,2920,21375,1,3,8,1070,1961,47.7666,-122.265,1540
8037,420000.0,5,2.75,2540,27007,1,3,8,1020,1980,47.4326,-122.155,1800
8038,408000.0,3,1.75,1970,7100,1,3,7,0,1976,47.7353,-122.17200000000001,1790
8039,278000.0,5,1.75,2170,9752,1,3,7,0,1962,47.3355,-122.331,1810
8040,1200000.0,3,3.0,2350,1620,2,3,9,790,2001,47.6308,-122.279,2000
8041,454000.0,4,2.25,2630,39000,2,3,9,0,1979,47.4089,-122.149,2270
8043,499000.0,4,2.25,2440,5000,2,3,7,0,2007,47.5407,-121.89,2440
8044,590000.0,5,3.0,3480,6625,2,3,8,0,2012,47.4815,-122.15299999999999,2800
8045,385000.0,3,3.5,1900,4805,2,3,8,340,1999,47.5686,-122.315,1360
8046,1250000.0,4,3.25,3160,10043,2,3,9,0,2011,47.7001,-122.238,3450
8047,202200.0,2,1.75,1330,2159,1,4,8,0,1979,47.3822,-122.32,1220
8048,450000.0,3,2.25,1420,13468,1,3,7,460,1976,47.6693,-122.176,1480
8049,435000.0,3,2.0,2570,233481,1,4,8,0,1986,47.4199,-122.03399999999999,2280
8050,550000.0,2,1.0,1270,43560,1,4,5,0,1908,47.3651,-122.165,1870
8051,361000.0,3,2.25,2470,5650,1,3,7,920,1973,47.5072,-122.25200000000001,1660
8052,760000.0,4,2.25,2590,12600,2,3,9,0,1979,47.5566,-122.162,2620
8053,902000.0,4,2.5,3030,8507,2,3,9,0,2003,47.6675,-122.176,2570
8054,505000.0,3,1.75,1240,4550,1,4,7,0,1951,47.5803,-122.398,2110
8055,200000.0,3,1.0,1040,8925,1,4,6,0,1961,47.3265,-122.335,1040
8056,260000.0,5,2.25,2320,6375,1,4,7,1050,1967,47.3351,-122.28200000000001,1760
8057,417000.0,2,1.0,1190,5100,1,2,7,0,1928,47.6773,-122.382,1920
8058,287500.0,3,2.25,2030,8690,1,4,8,670,1986,47.3185,-122.391,1720
8059,450000.0,3,1.5,1390,10530,1,3,7,0,1961,47.7025,-122.196,1750
8060,825000.0,2,1.75,2050,4000,1,3,8,0,1979,47.6415,-122.37299999999999,1940
8061,1480000.0,4,3.0,3050,6179,2,4,9,720,1926,47.6253,-122.28399999999999,3020
8062,319950.0,2,1.0,1240,5500,1,3,6,0,1921,47.5257,-122.26299999999999,1520
8063,682000.0,4,2.5,3030,30000,2,4,9,0,1981,47.7468,-122.11200000000001,2600
8064,560000.0,3,1.75,1930,6000,1,3,8,800,1956,47.6516,-122.375,1870
8065,350000.0,3,1.75,1490,10344,1,3,7,0,1985,47.7517,-122.32600000000001,1450
8066,270000.0,3,2.0,1510,10215,1,4,7,0,1995,47.2078,-122.00299999999999,1370
8067,284000.0,3,1.75,1320,35100,1,3,7,0,1990,47.312,-122.12899999999999,1660
8068,308000.0,4,2.5,2330,4606,2,3,8,0,2004,47.3934,-122.184,2330
8069,450000.0,4,2.0,2240,7725,1,5,7,1120,1956,47.5331,-122.365,1340
8070,540000.0,4,2.5,2050,34222,2,4,8,0,1989,47.7572,-122.022,2240
8071,380000.0,4,1.5,1680,11123,1,3,7,550,1959,47.7565,-122.361,1770
8072,522500.0,4,2.75,2200,122403,1,3,7,0,1971,47.6301,-121.911,1710
8073,118000.0,1,1.0,670,7957,1,4,6,0,1978,47.3594,-122.056,1600
8074,280400.0,4,1.75,1730,7210,1,4,7,720,1968,47.354,-122.315,1620
8075,710000.0,4,2.75,2710,41811,1,4,8,0,1995,47.5836,-122.046,2110
8076,720000.0,3,3.25,3410,25741,2,4,8,0,1993,47.6929,-121.868,1660
8077,787000.0,3,1.75,1330,7500,1,3,8,0,1961,47.6074,-122.195,1690
8078,537000.0,4,2.5,1990,2660,2,3,8,0,2012,47.732,-122.178,1990
8079,650000.0,2,1.5,1900,4450,1,5,7,400,1916,47.5834,-122.29299999999999,2130
8080,154200.0,4,1.0,1310,8640,1,3,6,400,1948,47.5104,-122.34200000000001,1310
8081,238000.0,4,2.5,1690,7260,1,3,7,610,1979,47.3001,-122.368,1690
8082,285650.0,3,1.0,1040,8199,1,3,7,0,1953,47.7348,-122.302,1420
8083,485500.0,2,1.5,1340,1286,2,3,8,150,2006,47.617,-122.309,1460
8084,315000.0,2,1.0,1120,7350,1,3,7,0,1942,47.7648,-122.31,1320
8086,627000.0,3,2.0,2310,10525,2,5,7,0,1965,47.6727,-122.17399999999999,1430
8087,525000.0,3,2.5,2190,34528,2,3,8,0,1994,47.4594,-121.986,2460
8088,526000.0,3,3.25,1220,1281,2,3,8,290,2014,47.67,-122.31700000000001,1303
8089,480000.0,3,1.5,1200,3060,1,4,7,140,1910,47.678999999999995,-122.315,1410
8090,970000.0,3,3.5,3840,53696,2,3,9,0,1996,47.7322,-122.035,3810
8091,640000.0,4,2.5,2460,9973,1,4,8,900,1965,47.7133,-122.361,1830
8092,279000.0,3,2.5,1630,7950,1,3,8,310,1985,47.4224,-122.15899999999999,1650
8093,303000.0,2,2.0,970,9750,1,5,6,0,1940,47.5073,-122.37200000000001,1850
8094,315000.0,4,2.0,1780,5336,1,5,6,0,1918,47.5094,-122.26299999999999,1910
8095,336500.0,4,1.75,1760,7268,1,4,7,680,1979,47.4267,-122.148,1830
8096,163250.0,2,1.0,770,8150,1,3,6,0,1951,47.5324,-122.275,1140
8097,444950.0,3,1.0,1760,6927,1,3,7,710,1962,47.7623,-122.2,2060
8098,285000.0,2,1.0,990,2446,2,3,7,0,1998,47.5919,-122.29700000000001,1260
8099,370000.0,2,1.0,1250,4960,1,3,7,310,1938,47.6893,-122.325,2030
8100,330000.0,3,2.25,1440,5150,2,3,7,0,1997,47.5456,-122.35600000000001,1530
8101,395000.0,2,2.0,1960,4018,1,5,7,980,1950,47.5629,-122.32,1240
8102,440000.0,6,3.0,2510,5310,1,4,7,1050,1944,47.5533,-122.304,1390
8103,625000.0,4,2.75,2920,6605,2,3,8,0,2012,47.4909,-122.14399999999999,3030
8104,435000.0,3,2.5,1730,46638,2,3,8,0,1991,47.4614,-121.709,1750
8105,299950.0,3,2.5,1570,2577,2,3,7,0,2005,47.7456,-121.984,1970
8106,560000.0,2,1.75,970,4233,1,4,7,0,1944,47.6384,-122.4,1340
8107,380000.0,4,3.0,2800,9764,2,3,8,0,2002,47.3543,-122.012,3610
8108,333000.0,4,2.0,1580,7800,2,2,6,0,1906,47.5848,-122.302,1190
8109,499000.0,2,1.0,1220,3000,1,3,7,300,1926,47.6823,-122.365,1270
8110,386000.0,3,1.5,1550,8000,1,3,6,220,1980,47.5536,-122.286,1150
8111,320600.0,3,2.0,1220,7620,1,3,6,500,1947,47.4564,-122.352,1640
8112,285000.0,2,2.0,1651,18200,1,3,6,0,1946,47.4621,-122.461,1510
8113,450000.0,7,4.0,3150,7800,2,3,8,0,2013,47.5259,-122.279,1880
8114,175000.0,2,1.0,800,7150,1,3,5,0,1933,47.3788,-122.22399999999999,1220
8115,544800.0,5,2.75,3190,5857,2,3,9,0,2004,47.4575,-122.119,3100
8116,220000.0,3,1.75,1720,7587,1,4,7,580,1981,47.3175,-122.182,1120
8117,374000.0,2,2.25,1100,1695,2,3,9,0,2009,47.5663,-122.289,1100
8118,200000.0,3,2.0,1010,7896,1,3,7,0,1984,47.4046,-122.181,1540
8119,259950.0,3,2.0,1010,7896,1,3,7,0,1984,47.4046,-122.181,1540
8120,255000.0,4,2.75,1760,9222,1,3,7,620,1971,47.3099,-122.36200000000001,1800
8121,447000.0,3,1.75,1400,6750,1,3,7,360,1975,47.717,-122.226,1860
8122,287000.0,3,2.5,1820,8722,1,3,7,0,1926,47.2137,-121.98899999999999,1480
8123,344950.0,3,2.0,1470,6950,1,5,6,0,1932,47.7619,-122.34299999999999,1660
8124,212000.0,2,1.0,770,7000,1,3,6,0,1921,47.5654,-121.89,1100
8125,425000.0,5,2.75,1340,11583,1,3,7,150,1962,47.708999999999996,-122.214,1950
8126,170000.0,1,1.0,480,4560,1,3,5,0,1922,47.5253,-121.82600000000001,890
8127,565000.0,3,1.0,1260,4080,1,4,7,0,1928,47.6893,-122.354,1130
8128,234000.0,2,1.0,870,11100,1,3,6,0,1940,47.5038,-122.36399999999999,1370
8129,1510000.0,3,2.5,4010,12105,1,5,11,1410,1983,47.553999999999995,-122.15100000000001,4010
8130,345000.0,3,2.5,2340,8414,1,3,7,1060,1993,47.4685,-122.265,2340
8131,415000.0,3,2.75,1770,3172,2,3,8,0,2009,47.5164,-121.87799999999999,1760
8132,760000.0,5,1.75,2660,10637,1,5,7,990,1922,47.6945,-122.292,1570
8133,484000.0,5,2.5,3600,20001,2,4,9,0,1976,47.4484,-122.339,2860
8134,360000.0,2,1.75,1230,1107,2,3,8,0,2006,47.5475,-121.999,1380
8135,875000.0,3,2.75,3270,39586,1,3,11,0,1988,47.731,-122.07799999999999,3480
8136,930000.0,3,2.5,3100,20553,1,3,10,0,1954,47.7635,-122.37700000000001,3000
8137,250000.0,3,2.0,1900,6660,1,5,7,950,1966,47.3594,-122.054,1690
8138,394000.0,2,2.0,1750,2731,2,3,8,0,2012,47.5169,-121.87799999999999,1650
8139,865000.0,4,3.5,3380,11270,2,3,9,1220,2007,47.6124,-122.06,2910
8140,477500.0,2,2.0,2090,6000,2,3,7,0,1918,47.5732,-122.413,1600
8141,1250000.0,4,2.75,4120,12500,1,4,8,2060,1947,47.5914,-122.385,3680
8142,270000.0,3,1.75,1260,7500,1,3,6,420,1947,47.772,-122.323,1340
8143,567000.0,3,2.25,1800,6875,1,4,8,570,1974,47.6773,-122.11,1800
8144,635000.0,3,2.5,1960,7200,1,4,8,980,1940,47.5655,-122.27,1440
8146,183000.0,3,1.75,1330,9200,1,4,7,0,1973,47.2916,-122.185,1590
8147,309933.0,3,1.75,1820,78408,1,3,6,600,1950,47.3364,-122.12799999999999,1340
8148,945800.0,4,2.75,3360,9100,1,4,8,1600,1973,47.5641,-122.149,2620
8149,503000.0,2,1.75,2860,59612,1,3,8,1350,1948,47.3276,-122.389,2720
8150,220000.0,3,1.0,1460,10200,1,4,7,0,1957,47.4238,-122.197,1460
8151,335000.0,3,1.75,1900,36769,1,3,8,0,1987,47.3041,-122.066,1950
8152,650000.0,3,2.25,1790,9927,1,4,7,550,1969,47.5822,-122.07700000000001,2610
8153,511000.0,4,3.5,3100,7600,2,3,10,0,2005,47.3892,-122.215,3350
8154,275000.0,2,1.0,900,57063,1,4,6,0,1938,47.4735,-121.786,1440
8155,576250.0,2,1.75,1530,5000,2,4,7,270,1989,47.6755,-122.37,1470
8156,1450000.0,2,3.25,2070,3128,2,3,9,310,1988,47.5686,-122.06,2740
8157,186000.0,3,2.0,1340,4320,1,3,5,420,1912,47.299,-122.228,980
8158,655100.0,1,1.0,1220,4160,1,3,7,0,1922,47.6746,-122.315,1970
8159,328000.0,4,2.5,2370,6500,2,3,9,0,1998,47.3328,-122.17299999999999,2590
8160,441000.0,3,2.5,1890,11036,1,3,8,430,1973,47.7426,-122.354,2040
8161,370000.0,3,1.75,1480,7725,1,4,7,0,1981,47.483000000000004,-122.163,1720
8162,630000.0,2,1.0,1050,8382,1,3,7,0,1959,47.5627,-122.221,2400
8163,470500.0,4,2.25,2070,14000,1,3,7,350,1958,47.7484,-122.23700000000001,1690
8164,285950.0,2,1.0,1170,6000,1,3,6,0,1948,47.5033,-122.331,1130
8165,698000.0,3,1.5,1090,7200,1,4,7,0,1958,47.5817,-122.241,2010
8166,268000.0,3,2.5,1650,6684,2,3,7,0,1991,47.4051,-122.184,1850
8167,1630000.0,4,3.75,4410,8112,3,3,11,840,2003,47.5888,-122.39200000000001,2770
8168,355000.0,4,2.5,1780,15000,2,2,7,0,1993,47.4239,-122.15299999999999,2005
8169,299000.0,3,1.0,1550,8778,1,3,7,300,1952,47.5413,-122.281,2120
8170,1000000.0,4,2.75,2290,6120,2,4,7,120,1926,47.6746,-122.32700000000001,1910
8171,275000.0,4,2.0,2220,8229,1,4,7,0,1958,47.3722,-122.22,1660
8172,475000.0,3,1.75,1150,10240,1,3,6,120,1918,47.5222,-122.35700000000001,1270
8173,260000.0,4,2.5,2000,37045,2,3,8,0,1989,47.3398,-122.071,2390
8174,416000.0,2,1.75,1270,7560,1,4,7,0,1932,47.7083,-122.35700000000001,1480
8175,495000.0,5,1.0,1810,11205,1,3,7,0,1915,47.5099,-122.262,1860
8176,357500.0,3,1.0,1450,8100,1,3,6,0,1952,47.7027,-122.289,1450
8177,459500.0,2,1.5,1170,1079,3,3,7,0,2003,47.6607,-122.333,1170
8178,258000.0,3,2.5,1730,6930,2,3,8,0,1994,47.2621,-122.30799999999999,1780
8179,600000.0,3,2.25,2680,98445,1,5,8,0,1962,47.5015,-122.10799999999999,2340
8180,665000.0,3,1.0,1260,24550,1,4,7,0,1937,47.5442,-122.396,2500
8181,165000.0,3,1.5,1020,10152,1,5,6,0,1959,47.4971,-122.16799999999999,1320
8182,297000.0,5,2.5,1970,8605,2,4,7,0,1994,47.1944,-122.01299999999999,1970
8183,350000.0,2,1.0,830,5100,1,4,7,0,1942,47.5259,-122.37899999999999,1220
8185,180000.0,2,1.0,800,9450,1,3,6,0,1958,47.4563,-122.184,1090
8186,339950.0,3,1.75,1330,12092,1,4,6,610,1981,47.5102,-122.324,1770
8187,365000.0,3,1.0,1030,4700,1,3,7,0,1952,47.5118,-122.37700000000001,1030
8188,955000.0,4,4.25,5660,193593,2,3,10,1560,2001,47.7064,-121.98100000000001,3620
8189,732000.0,3,2.5,2330,1987,2,3,9,920,2004,47.6735,-122.405,2640
8190,500000.0,3,1.75,1540,10800,1,5,6,770,1947,47.5763,-122.22200000000001,2020
8191,610000.0,6,2.75,2040,8560,1,4,7,940,1961,47.61600000000001,-122.115,2230
8192,525000.0,3,2.0,1540,7800,1,3,8,0,2004,47.7041,-122.288,1510
8193,170000.0,4,1.0,1920,13787,1,4,7,700,1966,47.4502,-122.277,1490
8194,300000.0,3,2.5,1870,3439,2,3,7,0,2005,47.3992,-122.163,2190
8195,389500.0,5,3.5,2960,12527,2,3,9,1020,1986,47.3134,-122.35,2210
8196,330000.0,3,1.5,1690,10250,1,4,7,0,1955,47.4531,-122.344,1990
8197,269950.0,3,2.25,1610,7187,2,3,7,0,1988,47.3764,-122.117,1640
8198,107000.0,2,1.0,670,4720,1,4,6,0,1948,47.5243,-122.35799999999999,1480
8199,249000.0,3,1.0,1752,14626,2,3,8,0,2005,47.3755,-122.27799999999999,1800
8200,442500.0,4,2.0,1540,5920,1,5,7,0,1935,47.7148,-122.301,1630
8201,579000.0,3,2.5,3160,286181,2,3,9,0,2002,47.3401,-121.946,2110
8202,621500.0,3,1.75,2570,39634,2,3,8,0,1984,47.596000000000004,-122.08,2990
8203,203000.0,3,1.5,1370,7500,1,3,7,290,1958,47.4167,-122.322,1400
8204,222900.0,2,1.0,860,5800,1,5,5,0,1942,47.4979,-122.18299999999999,900
8205,453000.0,2,1.5,1680,17400,1,3,7,0,1991,47.3836,-122.006,1610
8206,190000.0,1,0.75,930,29258,1,3,6,0,1941,47.4837,-122.236,2000
8207,320000.0,4,1.75,1820,7381,1,5,7,670,1962,47.4567,-122.171,1610
8208,733500.0,3,1.5,2120,4370,1,3,8,0,1904,47.606,-122.307,1960
8209,555000.0,4,2.25,3330,21785,2,3,9,0,1994,47.4725,-122.13600000000001,3330
8210,364950.0,3,2.25,2520,6170,2,3,7,670,2003,47.3522,-122.042,2260
8211,490000.0,3,1.75,1560,9247,1,3,7,400,1989,47.6954,-122.17399999999999,1690
8212,688000.0,5,1.75,2250,13526,1,3,8,0,1957,47.7108,-122.279,2580
8213,165000.0,2,1.0,640,7768,1,3,6,0,1942,47.515,-122.359,840
8214,506000.0,5,3.75,3880,8370,2,4,7,0,2004,47.4811,-122.179,2160
8216,754000.0,5,1.75,2350,7800,1,4,8,840,1968,47.6225,-122.10700000000001,2220
8217,949950.0,5,2.5,2340,1989,2,3,8,0,1959,47.5193,-122.257,2200
8218,443600.0,3,2.5,1430,1056,3,3,8,0,2003,47.684,-122.38799999999999,1310
8219,380600.0,3,2.5,1920,12244,2,3,7,0,1998,47.7256,-121.97,1920
8220,722800.0,3,3.25,4330,14600,2,3,10,700,1985,47.6341,-122.044,3220
8221,342888.0,2,1.0,790,5150,1,4,6,0,1948,47.5528,-122.272,1460
8222,555000.0,4,1.75,2350,5946,1,3,8,1000,1957,47.6879,-122.29799999999999,2060
8223,613000.0,3,2.5,1350,3068,2,3,7,0,1991,47.6099,-122.29299999999999,1900
8224,480000.0,3,2.0,1470,10052,1,4,8,0,1956,47.726000000000006,-122.316,1480
8225,619500.0,6,1.5,1680,5202,1,2,7,0,1911,47.6798,-122.206,1890
8226,437000.0,4,2.5,1890,8505,1,3,8,600,1980,47.6796,-122.115,1720
8227,621000.0,4,2.5,2030,9905,1,4,8,0,1959,47.5518,-122.184,2130
8228,810000.0,4,1.75,1760,4080,1,4,8,0,1906,47.675,-122.331,1760
8229,415000.0,3,2.25,1950,8868,1,3,7,600,1964,47.7538,-122.31200000000001,1300
8230,250000.0,4,1.0,1440,7404,1,3,6,360,1918,47.5328,-122.37899999999999,1620
8231,585000.0,3,1.5,2230,6000,1,3,8,970,1968,47.5373,-122.395,2120
8232,220000.0,3,1.0,1180,5002,1,3,7,0,1946,47.7529,-122.324,1470
8233,580000.0,5,2.5,2500,11900,1,3,7,1100,1963,47.5915,-122.132,2820
8234,1320000.0,3,2.75,2680,20104,1,5,9,860,1964,47.6304,-122.234,3060
8235,675000.0,4,2.5,2040,9225,1,5,8,430,1968,47.636,-122.09700000000001,1730
8236,695000.0,4,2.75,2660,7389,2,3,9,0,2002,47.5993,-121.977,2820
8237,915000.0,5,2.75,2580,7630,1,4,7,850,1954,47.6226,-122.205,2040
8238,375000.0,3,1.0,1000,6947,1,4,7,0,1947,47.7142,-122.319,1000
8239,500000.0,3,1.5,1330,1265,2,3,8,190,2008,47.5773,-122.40899999999999,1330
8240,335000.0,2,2.0,1420,5185,1,3,7,0,2004,47.3543,-122.022,2140
8241,170000.0,2,1.0,1280,21750,1,5,6,0,1912,47.3096,-122.241,1520
8242,320900.0,5,2.5,2200,8500,1,4,7,800,1971,47.3073,-122.006,1360
8243,508000.0,3,1.75,1800,8462,1,3,8,360,1978,47.6623,-122.141,2210
8244,228950.0,3,1.75,1200,9085,1,4,7,0,1968,47.2795,-122.353,1200
8245,433000.0,4,2.0,1840,4760,1,4,6,760,1929,47.5297,-122.34899999999999,1170
8246,267500.0,2,1.0,960,5150,1,5,6,0,1951,47.5201,-122.37200000000001,1010
8247,910000.0,4,1.5,2890,9000,2,3,8,800,1939,47.5682,-122.274,2550
8248,370000.0,3,1.75,1290,10117,1,3,7,0,1984,47.7598,-122.146,1770
8249,320000.0,2,1.0,1140,3834,1,3,6,0,1911,47.5642,-122.37799999999999,1190
8250,660000.0,3,1.75,1750,5200,1,4,8,0,1956,47.6995,-122.383,2060
8251,787888.0,4,2.25,2580,21115,2,4,9,0,1977,47.5566,-122.219,2690
8252,329000.0,4,2.5,2650,5880,2,3,9,0,2005,47.3509,-122.165,2610
8253,602000.0,2,1.0,1470,6398,1,4,7,500,1941,47.6716,-122.279,1950
8254,375000.0,3,2.0,1640,9750,1,3,7,0,1959,47.7425,-122.241,1340
8255,212000.0,1,1.0,620,7620,1,3,6,0,1926,47.4697,-122.34899999999999,1160
8256,224000.0,3,1.5,1440,8370,1,3,7,0,1977,47.5418,-122.275,1440
8257,315500.0,3,2.0,1160,10079,1,3,7,0,1986,47.7341,-121.976,1130
8258,350000.0,2,1.0,1070,2880,1,3,7,0,1902,47.6261,-122.324,2030
8259,389000.0,6,4.5,3560,14010,2,3,7,0,1989,47.3244,-122.21700000000001,1710
8260,285000.0,3,1.75,1720,13104,1,4,7,0,1962,47.4709,-122.26,1840
8261,425000.0,3,1.75,1530,9800,1,5,8,0,1958,47.7655,-122.336,1660
8262,190000.0,3,1.75,1270,7875,1,4,7,0,1980,47.3696,-122.17,1830
8263,374000.0,3,1.75,1510,18439,1,3,7,0,1971,47.5491,-122.046,1600
8264,292000.0,2,1.0,880,5500,1,3,6,0,1904,47.5573,-122.289,1080
8265,475000.0,5,1.75,2020,5100,1,5,7,700,1911,47.6915,-122.345,1130
8266,546500.0,3,2.5,1410,2675,1,3,7,590,1985,47.6786,-122.37100000000001,1410
8267,82000.0,3,1.0,860,10426,1,3,6,0,1954,47.4987,-122.34100000000001,1140
8268,219900.0,3,1.0,860,10426,1,3,6,0,1954,47.4987,-122.34100000000001,1140
8269,440000.0,3,1.0,1210,5750,1,4,7,0,1910,47.5403,-122.391,1160
8270,400000.0,3,2.5,2090,32718,2,3,7,540,1919,47.3338,-122.51100000000001,1200
8271,453000.0,3,1.75,1430,20193,1,3,7,0,1955,47.5619,-122.18299999999999,2140
8272,330000.0,6,3.25,2120,6893,1,4,7,1060,1983,47.5508,-122.355,1380
8273,359950.0,3,2.75,2540,8604,2,3,8,0,1991,47.3209,-122.185,2260
8274,616000.0,4,2.5,2490,12929,2,3,9,0,1983,47.6161,-122.021,2440
8275,245000.0,2,1.0,670,2356,1,5,6,0,1960,47.5918,-122.295,1220
8276,296000.0,2,2.0,1320,2040,3,3,7,0,1997,47.7224,-122.291,1430
8277,193000.0,2,1.0,950,9000,1,3,6,0,1924,47.5219,-122.361,1000
8278,456000.0,3,2.0,1870,8442,1,5,7,810,1927,47.6964,-122.365,1640
8279,480000.0,4,1.75,1840,9250,1,4,7,860,1956,47.708,-122.337,1520
8280,382000.0,3,3.25,1410,1253,3,3,8,0,2005,47.6981,-122.34,1410
8281,650000.0,2,1.0,1050,2542,1,3,7,170,1904,47.6172,-122.29799999999999,1620
8282,431750.0,2,2.0,1400,10052,1,3,8,0,1957,47.7262,-122.316,1400
8283,419900.0,3,2.5,1630,1755,2,3,8,310,1997,47.691,-122.176,1920
8284,315000.0,3,2.0,1900,9513,1,3,8,0,1995,47.2843,-122.35700000000001,1790
8285,597500.0,4,3.0,1890,35280,1,3,9,380,1979,47.7112,-122.09899999999999,2730
8286,615000.0,3,2.5,2980,43301,1,4,8,1050,1978,47.7631,-122.09299999999999,2890
8287,605000.0,4,3.25,2885,33671,2,4,8,0,1984,47.5174,-122.046,1910
8288,220000.0,3,2.5,1980,11900,2,3,8,0,1990,47.2656,-122.21700000000001,2130
8289,340000.0,4,2.5,3020,8750,1,3,8,1310,1960,47.4298,-122.29,1900
